Units,Discounts,Fixed Costs,Variable Costs,Revenue,month,qtr,Year,region,country,State,ProductType,Product,Source,YearMonth
10,31.88,261.21,937.59,11322.4,March,Qtr 1,2017,AMERICAS,United States,California,Oils and Butters,Butter,Peru,2017-03
6,3.55,11.52,52.47,1454,May,Qtr 2,2017,AMERICAS,United States,Montana,Avocados,Avocado,Dominican Republic,2017-05
8,0,458.01,2110.8,21838.9,June,Qtr 2,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Mexico,2017-06
4,7.23,21.08,169.07,2330.2,November,Qtr 4,2017,AMERICAS,United States,New Hampshire,Avocados,Avocado,Mexico,2017-11
4,13.14,200.25,31.7,2330.2,November,Qtr 4,2017,AMERICAS,United States,Arkansas,Avocados,Avocado,Peru,2017-11
4,4.57,24.22,265.23,2433.7,September,Qtr 3,2017,AMERICAS,United States,Alabama,Avocados,Avocado,Dominican Republic,2017-09
6,1.31,9.83,30.12,247.8,August,Qtr 3,2017,AMERICAS,United States,New York,Avocados,Avocado,Dominican Republic,2017-08
24,0,220.1,26.4,2300.5,October,Qtr 4,2017,AMERICAS,United States,Illinois,Oils and Butters,Oil,Dominican Republic,2017-10
24,0,24.88,2539.06,4378.9,July,Qtr 3,2017,AMERICAS,United States,New Hampshire,Oils and Butters,Butter,Peru,2017-07
12,24.41,160.66,114.79,8006.8,February,Qtr 1,2017,AMERICAS,United States,Alabama,Avocados,Avocado,Dominican Republic,2017-02
10,6.48,22.96,82.39,2289,October,Qtr 4,2017,AMERICAS,United States,Alaska,Avocados,Avocado,Dominican Republic,2017-10
4,6.4,12.11,79.26,2433.7,September,Qtr 3,2017,AMERICAS,United States,Utah,Avocados,Avocado,Peru,2017-09
18,67.81,645.55,2879.87,37039.8,February,Qtr 1,2017,AMERICAS,United States,Tennessee,Avocados,Avocado,Mexico,2017-02
5,4.13,22.99,126.29,1451,April,Qtr 2,2017,AMERICAS,United States,Arkansas,Avocados,Avocado,Dominican Republic,2017-04
10,1.22,106.27,8.05,646.4,June,Qtr 2,2017,AMERICAS,United States,North Dakota,Oils and Butters,Oil,Peru,2017-06
9,1.14,7.49,28.7,373.7,March,Qtr 1,2017,AMERICAS,United States,Tennessee,Oils and Butters,Oil,Mexico,2017-03
5,4.13,11.5,44.69,1451,April,Qtr 2,2017,AMERICAS,United States,Maryland,Oils and Butters,Butter,Dominican Republic,2017-04
12,52.99,193.06,229.16,11076.9,August,Qtr 3,2017,AMERICAS,United States,Maryland,Avocados,Avocado,Peru,2017-08
18,4.22,21.59,180.72,2257.1,October,Qtr 4,2017,AMERICAS,United States,New Jersey,Avocados,Avocado,Peru,2017-10
5,4.13,11.5,52.47,1451,April,Qtr 2,2017,AMERICAS,United States,Massachusetts,Oils and Butters,Butter,Dominican Republic Republic,2017-04
21,6.2,11.56,85.28,2413.3,September,Qtr 3,2017,AMERICAS,United States,New Jersey,Avocados,Avocado,Dominican Republic,2017-09
11,8.26,199.07,28.53,2200.7,October,Qtr 4,2017,AMERICAS,United States,Virginia,Oils and Butters,Butter,Peru,2017-10
13,11.27,34.63,249.49,2405.3,December,Qtr 4,2017,AMERICAS,United States,New York,Oils and Butters,Butter,Peru,2017-12
10,7.79,83.33,367.51,4153,August,Qtr 3,2017,AMERICAS,United States,Kansas,Avocados,Avocado,Peru,2017-08
19,8.07,9.9,52.97,1421.3,April,Qtr 2,2017,AMERICAS,United States,Pennsylvania,Oils and Butters,Oil,Dominican Republic,2017-04
24,4.47,26.26,81.42,2375.1,December,Qtr 4,2017,AMERICAS,United States,Kentucky,Avocados,Avocado,Peru,2017-12
10,0,20.73,174.62,2166.6,October,Qtr 4,2017,AMERICAS,United States,Utah,Cosmetics,Skin,Mexico,2017-10
21,0,44.68,40.61,3933,June,Qtr 2,2017,AMERICAS,United States,New Jersey,Oils and Butters,Butter,Dominican Republic,2017-06
9,0.84,5.26,4.62,263,February,Qtr 1,2017,AMERICAS,United States,Utah,Avocados,Avocado,Dominican Republic,2017-02
5,11.45,30.27,265.23,3042.2,July,Qtr 3,2017,AMERICAS,United States,Missouri,Avocados,Avocado,Peru,2017-07
30,8.31,22.43,188.84,2343.9,September,Qtr 3,2017,AMERICAS,United States,Connecticut,Cosmetics,Hair,Peru,2017-09
10,0,67.74,295.62,8550.1,June,Qtr 2,2017,AMERICAS,United States,Mississippi,Avocados,Avocado,Peru,2017-06
4,4.41,23.19,202.89,2330.2,September,Qtr 3,2017,AMERICAS,United States,North Dakota,Oils and Butters,Oil,Dominican Republic,2017-09
10,0,19.32,136.84,1385.6,April,Qtr 2,2017,AMERICAS,United States,California,Avocados,Avocado,Mexico,2017-04
5,7.7,16.3,64.48,2057.8,June,Qtr 2,2017,AMERICAS,United States,Hawaii,Oils and Butters,Butter,Peru,2017-06
8,0,1428.29,3117.87,25839.2,March,Qtr 1,2017,AMERICAS,United States,Washington,Avocados,Avocado,Mexico,2017-03
9,8.42,264.45,17.11,1389.3,January,Qtr 1,2017,AMERICAS,United States,Alabama,Oils and Butters,Oil,Mexico,2017-01
22,0,20.69,172.59,1669.9,November,Qtr 4,2017,AMERICAS,United States,Oklahoma,Avocados,Avocado,Mexico,2017-11
10,0,9.65,41.2,1385.6,May,Qtr 2,2017,AMERICAS,United States,Mississippi,Oils and Butters,Oil,Peru,2017-05
4,0.38,1.92,11.66,121.2,January,Qtr 1,2017,AMERICAS,United States,Tennessee,Avocados,Avocado,Dominican Republic,2017-01
18,0,353.94,252.97,22338.7,January,Qtr 1,2017,AMERICAS,United States,Maine,Oils and Butters,Oil,Dominican Republic,2017-01
9,2.31,37.15,154.92,2244.4,September,Qtr 3,2017,AMERICAS,United States,New Hampshire,Avocados,Avocado,Dominican Republic,2017-09
13,2.97,42.31,201.8,2109.4,November,Qtr 4,2017,AMERICAS,United States,Mississippi,Cosmetics,Skin,Dominican Republic,2017-11
13,7.83,20.93,66.65,2084.8,November,Qtr 4,2017,AMERICAS,United States,South Dakota,Cosmetics,Hair,Mexico,2017-11
12,133.5,454.45,1637.84,1646.2,March,Qtr 1,2017,AMERICAS,United States,Oklahoma,Oils and Butters,Oil,Dominican Republic,2017-03
13,6.64,16.5,74.81,2081.3,November,Qtr 4,2017,AMERICAS,United States,Missouri,Avocados,Avocado,Mexico,2017-11
12,6.57,70.54,336.97,3515.5,July,Qtr 3,2017,AMERICAS,United States,Colorado,Avocados,Avocado,Mexico,2017-07
24,5.16,19.1,89.76,1370.7,May,Qtr 2,2017,AMERICAS,United States,Wisconsin,Avocados,Avocado,Mexico,2017-05
9,4.21,17.77,80.64,2242.1,September,Qtr 3,2017,AMERICAS,United States,Virginia,Avocados,Avocado,Peru,2017-09
10,186.27,548.23,29918.98,49590.5,June,Qtr 2,2017,AMERICAS,United States,Ohio,Oils and Butters,Oil,Mexico,2017-06
10,0,133.78,174.59,8443.9,July,Qtr 3,2017,AMERICAS,United States,New York,Avocados,Avocado,Mexico,2017-07
10,0,26.97,25.93,1343.4,May,Qtr 2,2017,AMERICAS,United States,Arkansas,Avocados,Avocado,Mexico,2017-05
7,0,261.32,131.56,12460,June,Qtr 2,2017,AMERICAS,United States,Colorado,Oils and Butters,Butter,Peru,2017-06
10,0,26.97,110.16,1343.4,April,Qtr 2,2017,AMERICAS,United States,Wisconsin,Avocados,Avocado,Peru,2017-04
19,2.53,8.06,33.84,1080.5,March,Qtr 1,2017,AMERICAS,United States,South Dakota,Avocados,Avocado,Mexico,2017-03
18,0,28.86,112.2,1304.4,April,Qtr 2,2017,AMERICAS,United States,Utah,Avocados,Avocado,Dominican Republic,2017-04
8,5.85,44.6,141.63,2222.9,December,Qtr 4,2017,AMERICAS,United States,Georgia,Avocados,Avocado,Peru,2017-12
9,19.34,109.03,558.6,6880.5,February,Qtr 1,2017,AMERICAS,United States,Arizona,Avocados,Avocado,Dominican Republic,2017-02
12,11.55,109.72,62.94,5468.4,July,Qtr 3,2017,AMERICAS,United States,Texas,Avocados,Avocado,Dominican Republic,2017-07
12,9.76,13.01,46.29,1296.7,May,Qtr 2,2017,AMERICAS,United States,North Dakota,Avocados,Avocado,Mexico,2017-05
5,7.7,16.3,64.48,2057.8,October,Qtr 4,2017,AMERICAS,United States,Kentucky,Oils and Butters,Butter,Mexico,2017-10
12,3.3,25.91,106.46,1291.2,May,Qtr 2,2017,AMERICAS,United States,Washington,Oils and Butters,Butter,Peru,2017-05
5,7.7,32.61,42.66,2057.8,October,Qtr 4,2017,AMERICAS,United States,North Carolina,Avocados,Avocado,Dominican Republic,2017-10
15,2.63,9.02,37.4,408.1,February,Qtr 1,2017,AMERICAS,United States,Montana,Avocados,Avocado,Peru,2017-02
8,0,387.85,25,2034.6,October,Qtr 4,2017,AMERICAS,United States,Illinois,Avocados,Avocado,Mexico,2017-10
10,6.29,24.52,71.58,2218.5,September,Qtr 3,2017,AMERICAS,United States,Minnesota,Avocados,Avocado,Peru,2017-09
22,19.34,113.98,332.83,10309.6,July,Qtr 3,2017,AMERICAS,United States,Vermont,Oils and Butters,Butter,Peru,2017-07
8,47.72,118.26,662.68,7463.2,January,Qtr 1,2017,AMERICAS,United States,Washington,Avocados,Avocado,Dominican Republic,2017-01
9,4.16,35.13,27.21,2217,September,Qtr 3,2017,AMERICAS,United States,Massachusetts,Avocados,Avocado,Peru,2017-09
4,8.26,10.95,80.32,2200.7,September,Qtr 3,2017,AMERICAS,United States,Tennessee,Cosmetics,Hair,Mexico,2017-09
9,9.58,51.39,26.85,2561.3,February,Qtr 1,2017,AMERICAS,United States,Nevada,Oils and Butters,Oil,Peru,2017-02
22,0,2568.04,127.04,11614.6,August,Qtr 3,2017,AMERICAS,United States,Michigan,Avocados,Avocado,Peru,2017-08
21,0,1.66,10.6,291,July,Qtr 3,2017,AMERICAS,United States,Kentucky,Avocados,Avocado,Mexico,2017-07
5,3.1,25.77,141.83,1626.4,June,Qtr 2,2017,AMERICAS,United States,Connecticut,Avocados,Avocado,Dominican Republic,2017-06
27,45.65,162.74,504.61,14720.5,August,Qtr 3,2017,AMERICAS,United States,South Dakota,Avocados,Avocado,Dominican Republic,2017-08
10,2.44,12.88,46.29,1284.5,April,Qtr 2,2017,AMERICAS,United States,Rhode Island,Avocados,Avocado,Dominican Republic,2017-04
9,0,19.76,94.42,984.8,February,Qtr 1,2017,AMERICAS,United States,Mississippi,Oils and Butters,Oil,Mexico,2017-02
10,2.44,244.86,15.75,1284.5,May,Qtr 2,2017,AMERICAS,United States,Wyoming,Avocados,Avocado,Mexico,2017-05
4,5.68,19.91,35.92,2200.7,December,Qtr 4,2017,AMERICAS,United States,New Jersey,Cosmetics,Hair,Dominican Republic,2017-12
4,8.67,13.04,1023.78,1646.2,January,Qtr 1,2017,AMERICAS,United States,Utah,Oils and Butters,Oil,Mexico,2017-01
11,0,201.1,185.55,9589.3,July,Qtr 3,2017,AMERICAS,United States,Tennessee,Oils and Butters,Oil,Peru,2017-07
4,1.09,24.27,12.68,776.6,February,Qtr 1,2017,AMERICAS,United States,Maryland,Cosmetics,Skin,Dominican Republic,2017-02
10,14.89,27.62,157.15,4860.7,July,Qtr 3,2017,AMERICAS,United States,Wisconsin,Cosmetics,Skin,Dominican Republic,2017-07
9,1.59,4.43,254.58,442,March,Qtr 1,2017,AMERICAS,United States,South Carolina,Avocados,Avocado,Peru,2017-03
8,13.28,20.28,58.32,2021.9,November,Qtr 4,2017,AMERICAS,United States,Wyoming,Avocados,Avocado,Dominican Republic,2017-11
9,16.63,64.43,246.24,3211.6,February,Qtr 1,2017,AMERICAS,United States,Idaho,Oils and Butters,Oil,Peru,2017-02
15,7.23,21.04,205.09,2200.6,September,Qtr 3,2017,AMERICAS,United States,South Carolina,Cosmetics,Skin,Mexico,2017-09
12,3.46,35.97,180.08,2172.5,September,Qtr 3,2017,AMERICAS,United States,Mississippi,Cosmetics,Hair,Mexico,2017-09
4,0.66,2.63,12.63,165.2,March,Qtr 1,2017,AMERICAS,United States,Massachusetts,Oils and Butters,Oil,Peru,2017-03
10,0,127.54,430.97,13162.4,June,Qtr 2,2017,AMERICAS,United States,Alaska,Cosmetics,Hair,Mexico,2017-06
13,16.12,15.97,68,2016.3,November,Qtr 4,2017,AMERICAS,United States,New Jersey,Avocados,Avocado,Peru,2017-11
9,14.87,183.98,995.01,9597.2,March,Qtr 1,2017,AMERICAS,United States,Delaware,Avocados,Avocado,Dominican Republic,2017-03
4,0,65.21,204.36,1646.2,January,Qtr 1,2017,AMERICAS,United States,Delaware,Avocados,Avocado,Mexico,2017-01
4,13.57,21.25,214.52,2136,September,Qtr 3,2017,AMERICAS,United States,Kentucky,Cosmetics,Hair,Dominican Republic,2017-09
9,5.35,17.78,83.87,1277,April,Qtr 2,2017,AMERICAS,United States,Wisconsin,Oils and Butters,Oil,Peru,2017-04
11,97.08,257.3,563.24,25858.4,July,Qtr 3,2017,AMERICAS,United States,Maryland,Avocados,Avocado,Peru,2017-07
24,6.61,23.44,64.41,2119.8,December,Qtr 4,2017,AMERICAS,United States,Missouri,Avocados,Avocado,Peru,2017-12
5,0,9.86,51.78,1262,April,Qtr 2,2017,AMERICAS,United States,Hawaii,Avocados,Avocado,Dominican Republic,2017-04
18,5.63,19.24,160.41,2011.1,October,Qtr 4,2017,AMERICAS,United States,Georgia,Avocados,Avocado,Dominican Republic,2017-10
9,32.6,3043.44,204.76,16530.4,February,Qtr 1,2017,AMERICAS,United States,Pennsylvania,Oils and Butters,Oil,Dominican Republic,2017-02
18,8.98,46.51,329.59,2891.7,January,Qtr 1,2017,AMERICAS,United States,Missouri,Avocados,Avocado,Peru,2017-01
12,30.63,397.74,1248.97,10041,July,Qtr 3,2017,AMERICAS,United States,Rhode Island,Oils and Butters,Butter,Peru,2017-07
13,6.63,20.83,74.99,2076.5,December,Qtr 4,2017,AMERICAS,United States,Maryland,Cosmetics,Hair,Mexico,2017-12
14,5.37,28.86,29.23,1304.5,January,Qtr 1,2017,AMERICAS,United States,New Jersey,Oils and Butters,Oil,Mexico,2017-01
8,10.52,20.02,72.2,1996.5,November,Qtr 4,2017,AMERICAS,United States,Virginia,Cosmetics,Hair,Dominican Republic,2017-11
12,29.9,48.57,219.56,6128.4,August,Qtr 3,2017,AMERICAS,United States,New Mexico,Avocados,Avocado,Peru,2017-08
9,9.03,37.3,142.55,1859.2,March,Qtr 1,2017,AMERICAS,United States,Rhode Island,Avocados,Avocado,Peru,2017-03
12,9.7,81.55,36.68,3688.3,August,Qtr 3,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Mexico,2017-08
8,4.69,39.95,20.37,1991.3,October,Qtr 4,2017,AMERICAS,United States,Georgia,Avocados,Avocado,Peru,2017-10
20,10.13,188.33,24.37,2071.9,December,Qtr 4,2017,AMERICAS,United States,New Hampshire,Cosmetics,Skin,Mexico,2017-12
12,0,104.03,510.9,13131.4,July,Qtr 3,2017,AMERICAS,United States,Florida,Avocados,Avocado,Peru,2017-07
5,0,8.97,51.78,1262,May,Qtr 2,2017,AMERICAS,United States,Virginia,Cosmetics,Hair,Peru,2017-05
12,9.99,30.68,135.16,1528.6,August,Qtr 3,2017,AMERICAS,United States,Nebraska,Avocados,Avocado,Dominican Republic,2017-08
5,0,17.93,117.3,1262,May,Qtr 2,2017,AMERICAS,United States,South Dakota,Avocados,Avocado,Mexico,2017-05
9,35.09,185.94,947.39,10668.5,February,Qtr 1,2017,AMERICAS,United States,South Dakota,Avocados,Avocado,Peru,2017-02
9,15.55,573.11,1395.3,11829.1,March,Qtr 1,2017,AMERICAS,United States,Massachusetts,Cosmetics,Skin,Mexico,2017-03
7,37.8,130.47,889.85,12199.8,August,Qtr 3,2017,AMERICAS,United States,Virginia,Cosmetics,Hair,Mexico,2017-08
5,7.7,39.46,42.66,2057.8,September,Qtr 3,2017,AMERICAS,United States,Pennsylvania,Cosmetics,Skin,Peru,2017-09
13,2.48,29.18,31.19,2027.4,December,Qtr 4,2017,AMERICAS,United States,Maryland,Oils and Butters,Butter,Dominican Republic,2017-12
8,2.39,39.31,37.96,1958.7,November,Qtr 4,2017,AMERICAS,United States,Washington,Avocados,Avocado,Peru,2017-11
18,0,18.69,121.83,1953.2,October,Qtr 4,2017,AMERICAS,United States,New Mexico,Avocados,Avocado,Peru,2017-10
12,20.47,72.87,209.22,7262.8,July,Qtr 3,2017,AMERICAS,United States,Georgia,Avocados,Avocado,Peru,2017-07
5,0,19.96,128.24,1259.6,May,Qtr 2,2017,AMERICAS,United States,Hawaii,Avocados,Avocado,Peru,2017-05
6,3,12.66,65.09,798.4,July,Qtr 3,2017,AMERICAS,United States,Minnesota,Avocados,Avocado,Peru,2017-07
6,0,4.83,36.98,970.7,August,Qtr 3,2017,AMERICAS,United States,Washington,Avocados,Avocado,Mexico,2017-08
10,21.41,147.41,89.7,7606.4,June,Qtr 2,2017,AMERICAS,United States,Pennsylvania,Avocados,Avocado,Mexico,2017-06
12,1.36,5.71,326.78,568.9,June,Qtr 2,2017,AMERICAS,United States,Georgia,Oils and Butters,Oil,Peru,2017-06
10,21.41,147.41,149.18,7606.4,June,Qtr 2,2017,AMERICAS,United States,Nebraska,Avocados,Avocado,Mexico,2017-06
24,0,18.69,28.43,1953.2,October,Qtr 4,2017,AMERICAS,United States,Delaware,Avocados,Avocado,Dominican Republic,2017-10
6,12.88,30.93,198.18,1951.6,November,Qtr 4,2017,AMERICAS,United States,Oregon,Cosmetics,Hair,Dominican Republic,2017-11
12,5.25,24.43,192.46,2149.4,July,Qtr 3,2017,AMERICAS,United States,Montana,Avocados,Avocado,Mexico,2017-07
12,56.14,231.86,881.45,11963.9,February,Qtr 1,2017,AMERICAS,United States,Wyoming,Avocados,Avocado,Peru,2017-02
6,9.01,31.88,232.47,3204,July,Qtr 3,2017,AMERICAS,United States,Arkansas,Cosmetics,Hair,Mexico,2017-07
9,29.39,149.78,747.99,7813.1,March,Qtr 1,2017,AMERICAS,United States,Wisconsin,Avocados,Avocado,Peru,2017-03
6,0,30.93,39.83,1951.6,November,Qtr 4,2017,AMERICAS,United States,Nebraska,Oils and Butters,Oil,Dominican Republic,2017-11
10,0,14.8,13.88,737.2,June,Qtr 2,2017,AMERICAS,United States,South Carolina,Avocados,Avocado,Peru,2017-06
8,0,19.32,125.9,2018.3,September,Qtr 3,2017,AMERICAS,United States,Texas,Avocados,Avocado,Peru,2017-09
15,14.22,19.32,174.62,2018.3,September,Qtr 3,2017,AMERICAS,United States,West Virginia,Avocados,Avocado,Peru,2017-09
12,12.77,16.54,1244.44,1999.1,September,Qtr 3,2017,AMERICAS,United States,Wisconsin,Avocados,Avocado,Dominican Republic,2017-09
8,0,441.47,21.47,1996.7,September,Qtr 3,2017,AMERICAS,United States,Indiana,Oils and Butters,Oil,Peru,2017-09
19,3.3,19.32,126.54,1293.2,February,Qtr 1,2017,AMERICAS,United States,Florida,Avocados,Avocado,Dominican Republic,2017-02
12,30.27,65.62,297.27,8282.8,February,Qtr 1,2017,AMERICAS,United States,Georgia,Avocados,Avocado,Mexico,2017-02
9,70.55,700.19,2153.77,17672.8,March,Qtr 1,2017,AMERICAS,United States,Georgia,Avocados,Avocado,Mexico,2017-03
6,0,114.95,9.71,763.4,August,Qtr 3,2017,AMERICAS,United States,Rhode Island,Avocados,Avocado,Mexico,2017-08
24,0,170.96,22.34,1880.9,October,Qtr 4,2017,AMERICAS,United States,Pennsylvania,Avocados,Avocado,Peru,2017-10
13,17.28,287.63,601.28,18407,February,Qtr 1,2017,AMERICAS,United States,Utah,Oils and Butters,Oil,Dominican Republic,2017-02
9,1.22,6.46,6.48,322.1,January,Qtr 1,2017,AMERICAS,United States,Massachusetts,Oils and Butters,Oil,Peru,2017-01
5,0,5.74,32.76,808.9,June,Qtr 2,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Peru,2017-06
12,4.69,16.46,62.37,1989,September,Qtr 3,2017,AMERICAS,United States,Rhode Island,Cosmetics,Hair,Peru,2017-09
5,0,19.96,13.6,1259.6,May,Qtr 2,2017,AMERICAS,United States,Michigan,Avocados,Avocado,Peru,2017-05
9,0.39,8.47,6.48,421.9,February,Qtr 1,2017,AMERICAS,United States,New Jersey,Avocados,Avocado,Dominican Republic,2017-02
5,0,19.96,19.43,1259.6,May,Qtr 2,2017,AMERICAS,United States,Nevada,Oils and Butters,Oil,Dominican Republic,2017-05
5,3.47,19.71,107.83,1243.7,May,Qtr 2,2017,AMERICAS,United States,Virginia,Avocados,Avocado,Dominican Republic,2017-05
21,0,183.08,746.89,6445.3,July,Qtr 3,2017,AMERICAS,United States,Connecticut,Oils and Butters,Oil,Dominican Republic,2017-07
12,9.2,13.99,44.44,1393.7,June,Qtr 2,2017,AMERICAS,United States,Nevada,Oils and Butters,Oil,Dominican Republic,2017-06
5,0,11.11,61.2,701.6,June,Qtr 2,2017,AMERICAS,United States,West Virginia,Oils and Butters,Oil,Peru,2017-06
12,5.16,32.89,22.14,1987.3,September,Qtr 3,2017,AMERICAS,United States,Arizona,Avocados,Avocado,Dominican Republic,2017-09
10,3.1,25.77,165.16,1626,June,Qtr 2,2017,AMERICAS,United States,Louisiana,Avocados,Avocado,Peru,2017-06
5,3.47,19.71,126.29,1243.7,May,Qtr 2,2017,AMERICAS,United States,New Hampshire,Avocados,Avocado,Peru,2017-05
5,2.25,9.6,45.66,1211.6,April,Qtr 2,2017,AMERICAS,United States,Michigan,Avocados,Avocado,Mexico,2017-04
8,4.75,352.1,22.21,1847,November,Qtr 4,2017,AMERICAS,United States,Mississippi,Avocados,Avocado,Dominican Republic,2017-11
20,0,40.39,153.89,1827,October,Qtr 4,2017,AMERICAS,United States,Tennessee,Avocados,Avocado,Dominican Republic,2017-10
5,0,5.74,26.42,808.4,June,Qtr 2,2017,AMERICAS,United States,New Hampshire,Cosmetics,Skin,Dominican Republic,2017-06
11,1.71,17.41,20.31,1818.5,November,Qtr 4,2017,AMERICAS,United States,Georgia,Oils and Butters,Butter,Mexico,2017-11
10,2.25,24.26,115.72,1209.1,April,Qtr 2,2017,AMERICAS,United States,South Carolina,Avocados,Avocado,Mexico,2017-04
8,0,8.68,1019.33,1816.5,October,Qtr 4,2017,AMERICAS,United States,New York,Avocados,Avocado,Mexico,2017-10
9,10.95,106.36,435.09,5300.3,March,Qtr 1,2017,AMERICAS,United States,Indiana,Oils and Butters,Oil,Dominican Republic,2017-03
9,12.19,130.17,622.09,6487.6,March,Qtr 1,2017,AMERICAS,United States,Delaware,Avocados,Avocado,Peru,2017-03
9,2.03,33.63,102.97,848.6,March,Qtr 1,2017,AMERICAS,United States,Tennessee,Avocados,Avocado,Peru,2017-03
10,1.41,7.69,29.63,383.1,June,Qtr 2,2017,AMERICAS,United States,Montana,Oils and Butters,Butter,Peru,2017-06
10,0,20.7,99.6,1196,May,Qtr 2,2017,AMERICAS,United States,Vermont,Avocados,Avocado,Dominican Republic,2017-05
8,2.39,28.27,24.15,1964.4,December,Qtr 4,2017,AMERICAS,United States,Minnesota,Oils and Butters,Butter,Peru,2017-12
10,0,135.47,96.23,8550.1,June,Qtr 2,2017,AMERICAS,United States,New York,Avocados,Avocado,Dominican Republic,2017-06
9,11.7,44.41,211.99,2212.7,August,Qtr 3,2017,AMERICAS,United States,Rhode Island,Avocados,Avocado,Mexico,2017-08
10,0,18,106.63,1196,April,Qtr 2,2017,AMERICAS,United States,Mississippi,Avocados,Avocado,Dominican Republic,2017-04
8,8.54,28.75,20.41,1813.9,October,Qtr 4,2017,AMERICAS,United States,Arizona,Avocados,Avocado,Peru,2017-10
8,83.76,493.19,1922.1,22305.9,March,Qtr 1,2017,AMERICAS,United States,Louisiana,Avocados,Avocado,Peru,2017-03
4,5.06,67.17,43.65,3853.9,February,Qtr 1,2017,AMERICAS,United States,Texas,Avocados,Avocado,Dominican Republic,2017-02
9,5.64,73.15,94.24,4616.3,March,Qtr 1,2017,AMERICAS,United States,Georgia,Oils and Butters,Butter,Mexico,2017-03
10,0,20.7,15.09,1196,May,Qtr 2,2017,AMERICAS,United States,Wisconsin,Avocados,Avocado,Mexico,2017-05
10,0,210.22,799.55,10847.4,June,Qtr 2,2017,AMERICAS,United States,Alabama,Avocados,Avocado,Peru,2017-06
13,2.76,19.7,62.94,1963.8,December,Qtr 4,2017,AMERICAS,United States,Iowa,Avocados,Avocado,Peru,2017-12
10,0,480.21,1507.89,12123.3,June,Qtr 2,2017,AMERICAS,United States,Oregon,Avocados,Avocado,Peru,2017-06
6,12.88,30.93,30.12,1951.6,September,Qtr 3,2017,AMERICAS,United States,Missouri,Avocados,Avocado,Peru,2017-09
6,0,30.93,132.12,1951.6,December,Qtr 4,2017,AMERICAS,United States,Alabama,Avocados,Avocado,Dominican Republic,2017-12
9,7.14,47.77,109.24,952,February,Qtr 1,2017,AMERICAS,United States,Alabama,Oils and Butters,Oil,Mexico,2017-02
9,1.69,9.07,43.51,452,March,Qtr 1,2017,AMERICAS,United States,New York,Oils and Butters,Oil,Peru,2017-03
18,0,16.48,18.27,1721.7,October,Qtr 4,2017,AMERICAS,United States,Georgia,Avocados,Avocado,Mexico,2017-10
4,0,2.33,12.63,146.7,March,Qtr 1,2017,AMERICAS,United States,Illinois,Avocados,Avocado,Peru,2017-03
10,0,20.7,92.55,1196,May,Qtr 2,2017,AMERICAS,United States,Idaho,Oils and Butters,Butter,Peru,2017-05
9,27.77,110.3,530.43,6959.5,March,Qtr 1,2017,AMERICAS,United States,Arizona,Avocados,Avocado,Peru,2017-03
8,8.42,7.76,65.52,1716.6,November,Qtr 4,2017,AMERICAS,United States,Ohio,Avocados,Avocado,Dominican Republic,2017-11
10,0,265.06,22.14,1685.6,October,Qtr 4,2017,AMERICAS,United States,Georgia,Avocados,Avocado,Peru,2017-10
9,114.77,310.21,1126.73,16296.5,March,Qtr 1,2017,AMERICAS,United States,North Carolina,Avocados,Avocado,Mexico,2017-03
10,0,27.91,35.22,1685.6,October,Qtr 4,2017,AMERICAS,United States,Pennsylvania,Avocados,Avocado,Mexico,2017-10
6,15.33,99.48,520.81,6278.6,July,Qtr 3,2017,AMERICAS,United States,Oregon,Avocados,Avocado,Peru,2017-07
8,7.89,7.57,68.68,1672.5,November,Qtr 4,2017,AMERICAS,United States,North Carolina,Avocados,Avocado,Peru,2017-11
9,16.24,75.17,335.31,8626.7,February,Qtr 1,2017,AMERICAS,United States,Mississippi,Avocados,Avocado,Dominican Republic,2017-02
9,85.2,191.79,818.96,12101.8,March,Qtr 1,2017,AMERICAS,United States,Alaska,Avocados,Avocado,Dominican Republic,2017-03
9,0,367.44,372.47,18959.8,March,Qtr 1,2017,AMERICAS,United States,Texas,Cosmetics,Skin,Dominican Republic,2017-03
6,0,3.92,25.26,247.8,July,Qtr 3,2017,AMERICAS,United States,Vermont,Avocados,Avocado,Peru,2017-07
10,0,8.27,41.2,1186.9,April,Qtr 2,2017,AMERICAS,United States,Delaware,Avocados,Avocado,Dominican Republic,2017-04
21,0,16.48,100.05,1182,May,Qtr 2,2017,AMERICAS,United States,Nebraska,Avocados,Avocado,Mexico,2017-05
6,12.88,30.93,198.18,1951.6,December,Qtr 4,2017,AMERICAS,United States,South Dakota,Avocados,Avocado,Peru,2017-12
10,0,23.19,83.31,1156.1,April,Qtr 2,2017,AMERICAS,United States,Wyoming,Cosmetics,Hair,Dominican Republic,2017-04
9,12.75,19.39,212.4,1947.6,September,Qtr 3,2017,AMERICAS,United States,Colorado,Avocados,Avocado,Dominican Republic,2017-09
12,2.16,9.08,38.86,1144.2,April,Qtr 2,2017,AMERICAS,United States,New York,Oils and Butters,Oil,Dominican Republic,2017-04
12,6.38,22.8,109.24,1135.9,May,Qtr 2,2017,AMERICAS,United States,Ohio,Oils and Butters,Oil,Dominican Republic,2017-05
